degree_ratio,degree_centrality,eigenvector_centrality,harmonic_centrality,closeness_centrality,betweenness_centrality,clustering_coefficients,PrestigeRank
5.000000000000000000e-01,1.636363565921783447e-01,7.989098876714706421e-02,5.012121200561523438e-01,4.351716637611389160e-01,2.847028081305325031e-04,2.416666597127914429e-01,2.056783586740493774e-01
2.222222238779067993e-01,1.030303016304969788e-01,2.978733740746974945e-02,3.950577080249786377e-01,3.432555496692657471e-01,1.039534341543912888e-03,1.714285761117935181e-01,4.033830463886260986e-01
3.636363744735717773e-01,1.030303016304969788e-01,4.865020513534545898e-02,4.443434476852416992e-01,3.869115114212036133e-01,2.692464273422956467e-03,2.809523940086364746e-01,2.686153054237365723e-01
5.000000000000000000e-01,1.878787875175476074e-01,1.154698505997657776e-01,5.131890177726745605e-01,4.292266964912414551e-01,0.000000000000000000e+00,2.130541801452636719e-01,1.465627104043960571e-01
3.333333432674407959e-01,8.484848588705062866e-02,3.327615186572074890e-02,4.249567091464996338e-01,3.685309290885925293e-01,8.743309299461543560e-04,2.032967060804367065e-01,3.805768191814422607e-01
5.000000000000000000e-01,6.666667014360427856e-02,3.082911670207977295e-02,3.865728676319122314e-01,3.287108242511749268e-01,7.686947355978190899e-05,6.999999880790710449e-01,4.839808642864227295e-01
2.000000029802322388e-01,1.030303016304969788e-01,5.303776636719703674e-02,4.490476250648498535e-01,3.957946896553039551e-01,1.055754604749381542e-03,1.634615361690521240e-01,2.090027630329132080e-01
2.222222238779067993e-01,1.393939405679702759e-01,7.052125781774520874e-02,4.667243957519531250e-01,4.072218239307403564e-01,8.977529592812061310e-03,2.047619074583053589e-01,2.940845191478729248e-01
2.857142984867095947e-01,1.272727251052856445e-01,6.572825461626052856e-02,4.807647764682769775e-01,4.159558117389678955e-01,8.343104855157434940e-04,2.368421107530593872e-01,2.119168192148208618e-01
2.857142984867095947e-01,1.515151560306549072e-01,7.564398646354675293e-02,4.697546958923339844e-01,3.998750448226928711e-01,2.018957864493131638e-03,2.924901247024536133e-01,2.858290076255798340e-01
2.000000029802322388e-01,1.212121248245239258e-01,6.553304940462112427e-02,4.749495089054107666e-01,4.204648137092590332e-01,2.488149143755435944e-02,2.483660131692886353e-01,2.172227650880813599e-01
1.111111119389533997e-01,1.151515170931816101e-01,6.154806911945343018e-02,4.623232185840606689e-01,4.061557948589324951e-01,1.820697635412216187e-02,2.610294222831726074e-01,2.541729509830474854e-01
2.000000029802322388e-01,1.151515170931816101e-01,4.845969751477241516e-02,4.511688351631164551e-01,3.888509273529052734e-01,2.094497671350836754e-03,1.580882370471954346e-01,2.238085716962814331e-01
4.285714328289031982e-01,7.272727042436599731e-02,2.757677622139453888e-02,4.205122590065002441e-01,3.729603588581085205e-01,6.114098941907286644e-04,1.222222223877906799e-01,2.725350260734558105e-01
1.250000000000000000e-01,1.151515170931816101e-01,5.105438083410263062e-02,4.615728855133056641e-01,4.050953388214111328e-01,2.629996743053197861e-03,1.411764770746231079e-01,3.050525188446044922e-01
2.727272808551788330e-01,1.636363565921783447e-01,9.405221790075302124e-02,5.113131403923034668e-01,4.458376765251159668e-01,2.164465608075261116e-03,1.566666662693023682e-01,1.211654096841812134e-01
2.500000000000000000e-01,1.272727251052856445e-01,6.751061230897903442e-02,4.552597403526306152e-01,3.821465969085693359e-01,3.740701940841972828e-04,2.631579041481018066e-01,2.332949340343475342e-01
2.222222238779067993e-01,8.484848588705062866e-02,4.185303300619125366e-02,4.429365098476409912e-01,3.869115114212036133e-01,7.003867649473249912e-04,1.648351699113845825e-01,2.763400077819824219e-01
3.333333432674407959e-01,6.060606241226196289e-02,2.966541051864624023e-02,4.130302965641021729e-01,3.659233748912811279e-01,6.185289239510893822e-04,2.111111134290695190e-01,2.366684079170227051e-01
3.636363744735717773e-01,4.848484694957733154e-02,1.667276769876480103e-02,3.706637918949127197e-01,3.301095962524414062e-01,8.729865658096969128e-05,2.666666805744171143e-01,4.335346817970275879e-01
5.000000000000000000e-01,9.090909361839294434e-02,5.245818570256233215e-02,4.360678195953369141e-01,3.740403950214385986e-01,0.000000000000000000e+00,2.628205120563507080e-01,1.728839874267578125e-01
5.000000000000000000e-01,4.242424294352531433e-02,1.410714536905288696e-02,3.655627667903900146e-01,3.219200074672698975e-01,0.000000000000000000e+00,2.000000029802322388e-01,8.904088288545608521e-02
2.500000000000000000e-01,2.424242496490478516e-01,1.286011338233947754e-01,5.597980022430419922e-01,4.747896790504455566e-01,0.000000000000000000e+00,2.923186421394348145e-01,2.495271414518356323e-01
